RBC	RBC_Score	FBC	FBC_Score
RB10	100	NB56	94.9109
RB11	100	unclassified	44.5008
RB10	100	NB23	84.8357
RB12	73.596	NB35	87.7223
RB12	79.8291	NB76	100
RB11	100	NB47	90.7173
RB09	94.9196	NB35	100
RB10	100	NB56	100
RB10	100	unclassified	44.6701
RB09	100	unclassified	49.0328
unclassified	41.6034		0
RB09	100	NB11	100
RB09	100	NB84	100
RB09	100	NB17	79.4416
RB09	100	NB93	79.7468
unclassified	66.5538		0
unclassified	41.5529		0
RB09	100	NB74	91.5469
RB10	79.7791	unclassified	39.8815
RB11	100	NB06	75.6962
RB10	86.661	unclassified	52.2325
RB09	100	NB96	83.9119
RB11	100	unclassified	69.1589
RB09	90.7016	NB80	70.7732
RB12	75.7754	NB44	82.4176
unclassified	42.2654		0
unclassified	65.765		0
RB09	100	NB83	70.5932
unclassified	50.5042		0
RB09	100	NB31	100
unclassified	38.1478		0
unclassified	62.2034		0
RB12	79.0444	NB76	90.7095
RB10	100	NB17	79.0186
unclassified	67.7066		0
RB11	100	NB61	100
RB09	100	NB42	78.2572
RB09	100	NB39	100
RB10	100	unclassified	38.598
RB10	87.774	NB07	100
unclassified	60.4572		0
RB09	74.6825	NB20	100
RB10	90.7251	NB68	100
RB12	100	NB76	100
unclassified	69.907		0
RB11	100	unclassified	56.0102
RB12	100	unclassified	63.837
RB10	100	unclassified	37.0872
unclassified	42.7234		0
RB10	100	NB91	100
RB10	86.4911	NB50	100
RB11	90.7016	NB80	71.3679
RB10	100	NB80	76.5506
RB10	100	unclassified	41.3851
RB09	100	NB30	90.7016
RB11	100	NB80	73.6619
unclassified	42.2654		0
unclassified	50.5042		0
RB11	100	unclassified	45.4392
unclassified	50.5042		0
unclassified	69.824		0
RB09	94.9281	NB07	100
RB12	80.0503	NB47	100
RB09	84.1082	unclassified	41.6455
unclassified	42.2654		0
unclassified	44.359		0
RB10	95.8369	NB42	70.3892
RB09	90.7016	NB27	100
RB10	85.7504	unclassified	46.0169
RB10	95.7841	NB64	95.8615
RB12	100	unclassified	39.7458
unclassified	37.265		0
RB10	100	NB26	100
RB09	100	NB13	100
RB10	85.6661	NB43	85.6782
RB09	100	NB39	73.8176
RB11	100	NB02	94.8849
RB12	75.8592	NB24	100
RB10	100	NB32	100
RB12	88.2649	NB82	100
unclassified	45.6467		0
unclassified	62.8667		0
RB11	100	NB49	100
RB10	94.941	unclassified	57.6531
unclassified	38.8842		0
RB12	100	NB65	95.8685
unclassified	42.1717		0
RB11	86.6441	NB13	100
unclassified	41.8782		0
RB11	87.743	unclassified	43.9597
unclassified	34.7458		0
unclassified	40.8511		0
RB11	100	NB49	84.7716
RB12	100	NB07	100
RB12	100	unclassified	65.736
unclassified	36.4706		0
RB12	81.453	NB08	91.73
unclassified	42.2654		0
unclassified	42.2654		0
RB11	100	unclassified	54.7297
RB12	81.3675	unclassified	35.4132
RB10	86.4061	NB84	100
unclassified	36.4478		0
RB11	90.8475	unclassified	69.7046
RB12	100	NB07	100
unclassified	33.2481		0
unclassified	41.2065		0
unclassified	34.5532		0
RB10	73.5245	NB70	100
RB09	100	NB90	83.9695
RB10	74.8735	NB03	79.7458
RB10	83.5174	NB05	100
RB10	85.7504	NB95	100
RB12	100	unclassified	41.2162
RB09	75.5706	NB90	82.6124
RB10	75.5481	NB45	85.5932
unclassified	35.5802		0
RB12	90.7692	NB11	90.7016
RB11	80.5579	NB95	100
RB12	75.3846	unclassified	39.1194
RB10	100	NB72	90.7251
RB09	93.2375	NB22	100
RB12	100	NB62	100
RB10	100	unclassified	38.0831
RB09	100	NB88	72.973
RB11	71.3559	unclassified	68.9304
RB11	100	NB95	90.6701
RB12	80.7209	NB03	93.2203
RB09	100	unclassified	67.2312
unclassified	35.339		0
unclassified	41.4346		0
unclassified	50.2131		0
unclassified	67.094		0
unclassified	41.0169		0
unclassified	52.1849		0
unclassified	68.8034		0
RB10	100	NB05	100
RB09	100	unclassified	35.8539
unclassified	57.1186		0
unclassified	42.2654		0
RB10	90.6542	NB76	100
RB09	94.9196	NB22	100
unclassified	50.2131		0
RB11	100	unclassified	58.6791
RB11	100	NB60	100
RB09	95.9356	unclassified	36.2331
RB11	100	NB40	82.4427
RB12	100	unclassified	37.1936
RB09	100	unclassified	41.3617
RB10	73.5245	NB94	80.5907
RB11	85.5932	NB49	94.9239
RB10	100	unclassified	58.2064
RB11	85.7143	unclassified	57.4215
unclassified	40.8511		0
unclassified	33.4454		0
RB11	95.7735	NB29	100
RB11	100	NB43	91.5754
RB12	94.8718	NB30	100
RB09	100	NB33	100
RB12	100	NB67	82.4222
RB10	100	NB45	76.8644
RB10	100	NB33	87.4788
RB11	75.0847	NB95	100
unclassified	42.2654		0
unclassified	39.8319		0
unclassified	47.6271		0
RB09	71.6342	NB48	91.709
unclassified	50.5042		0
RB11	87.6585	NB26	79.8817
unclassified	54.4454		0
RB09	81.4032	NB56	93.2146
RB12	100	NB86	85.5442
unclassified	47.4087		0
RB11	100	NB50	100
unclassified	37.0245		0
RB10	100	NB62	100
RB11	82.3729	unclassified	34.6577
RB12	100	unclassified	63.0912
unclassified	50.2131		0
RB09	100	NB56	85.581
RB10	86.4911	unclassified	53.9763
unclassified	40.8511		0
RB11	78.4746	unclassified	52.1959
RB09	100	NB06	100
RB10	100	unclassified	46.3866
unclassified	52.4214		0
RB12	100	NB35	100
unclassified	68.7236		0
RB09	100	unclassified	49.5343
unclassified	57.8415		0
RB12	73.9316	NB07	75.5085
RB12	100	unclassified	55.339
RB11	95.7735	NB69	100
RB11	100	NB71	85.5688
RB10	100	NB90	100
unclassified	50.5042		0
unclassified	42.2654		0
RB09	100	NB52	95.7555
unclassified	37.109		0
unclassified	42.2654		0
unclassified	65.8475		0
RB10	100	NB61	100
unclassified	50.2131		0
RB10	100	NB69	100
RB10	78.4197	unclassified	47.9626
unclassified	65.339		0
RB12	100	NB58	80.6071
RB11	100	NB61	72.9043
RB10	100	unclassified	43.0017
unclassified	41.4141		0
RB12	79.0444	NB44	90.8707
RB11	100	NB77	100
unclassified	51.1864		0
RB10	100	NB72	93.2546
RB11	100	NB77	95.7735
RB11	100	unclassified	41.3793
RB10	85.6661	unclassified	56.058
RB10	100	NB63	100
RB09	100	unclassified	36.4785
RB10	100	unclassified	68.686
unclassified	46.6387		0
RB10	87.774	unclassified	63.9831
unclassified	31.5126		0
unclassified	42.2654		0
RB10	100	NB07	100
RB11	100	NB43	100
RB10	70.6882	unclassified	41.1814
RB09	100	NB29	81.4721
RB10	95.7519	NB49	100
RB12	100	NB75	100
RB11	70.339	NB14	94.9153
unclassified	31.6638		0
RB12	77.4518	NB66	75.7143
RB10	100	unclassified	41.1665
RB11	90.7627	unclassified	41.3851
RB10	95.7841	NB46	100
unclassified	38.0471		0
RB09	100	unclassified	38.5072
unclassified	40.8511		0
RB12	95.8927	NB61	100
RB10	90.7251	NB32	72.8584
RB11	95.8475	unclassified	39.5051
RB09	100	NB18	100
RB11	100	NB25	87.691
RB12	77.4518	unclassified	39.527
unclassified	58.8235		0
unclassified	37.9747		0
RB10	100	unclassified	44.7168
RB12	94.8718	NB05	90.6383
RB09	100	unclassified	36.4557
RB10	85.7504	NB67	85.7023
RB11	87.743	NB09	100
RB09	100	NB31	73.7511
unclassified	42.2654		0
RB10	100	NB59	73.9539
RB09	100	NB34	74.9361
unclassified	42.2654		0
RB09	100	NB07	100
unclassified	50.5042		0
RB11	90.7627	unclassified	37.2781
unclassified	42.2654		0
RB10	100	unclassified	37.5107
RB12	73.2607	NB83	81.3559
unclassified	62.2222		0
unclassified	43.2594		0
RB10	100	NB62	100
RB12	72.1368	NB62	100
RB10	100	unclassified	43.1837
RB11	100	NB37	73.902
RB10	95.7519	NB07	100
RB12	73.8462	NB78	95.9149
RB11	100	NB61	100
RB11	91.7797	NB72	100
unclassified	42.2654		0
RB09	100	unclassified	39.094
RB12	100	NB93	74.6835
unclassified	53.0802		0
RB10	100	NB20	94.9367
RB12	87.5214	NB34	94.8849
unclassified	45.0427		0
unclassified	36.4328		0
RB10	89.0399	NB02	100
RB11	100	NB09	100
RB10	93.2031	unclassified	41.4201
unclassified	42.2654		0
RB09	100	NB31	100
RB09	100	NB87	95.777
RB09	100	unclassified	65.4008
unclassified	64.7009		0
RB12	93.2942	unclassified	59.9318
RB10	100	NB81	91.7508
RB09	100	NB87	100
unclassified	43.956		0
RB09	100	NB06	100
RB12	100	NB05	91.8298
RB12	100	NB21	100
unclassified	69.4138		0
RB11	85.6298	NB07	77.2881
RB12	100	NB62	78.5292
RB09	70.4488	NB93	95.9494
RB10	74.7892	unclassified	37.8903
unclassified	50.2131		0
unclassified	40.8511		0
RB10	100	NB87	100
unclassified	65.4206		0
RB12	85.9179	unclassified	38.3376
RB10	100	NB20	100
RB10	83.5174	unclassified	44.0135
unclassified	50.5042		0
RB11	100	NB72	100
RB09	100	unclassified	35.6351
RB12	100	unclassified	66.2997
unclassified	34.5148		0
RB10	90.7251	NB44	85.038
unclassified	37.6812		0
RB12	100	unclassified	44.5946
unclassified	33.2489		0
RB11	100	NB36	100
RB09	100	NB28	100
RB09	85.7748	NB51	100
RB12	73.9316	unclassified	41.5268
unclassified	47.9832		0
unclassified	40.8511		0
RB11	100	NB40	71.4165
RB10	100	unclassified	42.3658
RB11	100	NB61	100
RB10	100	unclassified	44.7749
RB09	95.9356	unclassified	38.1757
RB09	100	NB81	94.9495
unclassified	30.7758		0
RB11	100	unclassified	35.443
RB09	100	NB29	95.7699
RB11	100	NB04	90.6997
RB11	81.4407	unclassified	41.9983
RB10	100	NB34	100
unclassified	42.2654		0
unclassified	41.7797		0
RB09	77.5148	NB31	100
RB12	70.5128	NB64	82.5169
RB12	100	NB91	100
RB10	100	NB80	85.6415
unclassified	68.8889		0
RB10	100	NB91	83.2629
RB10	100	NB44	87.743
unclassified	40.8511		0
RB10	100	NB05	73.2766
RB12	100	NB43	91.5754
RB12	100	NB44	100
RB11	100	NB89	100
RB11	100	unclassified	42.9417
RB11	100	unclassified	38.7479
unclassified	37.395		0
RB09	100	NB60	100
RB09	100	NB95	100
RB09	100	NB96	95.7663
RB10	100	NB77	100
unclassified	41.7797		0
unclassified	39.8319		0
unclassified	40.8511		0
RB11	73.4573	NB71	100
unclassified	55.059		0
unclassified	59.8478		0
RB10	86.5093	unclassified	50.634
unclassified	64.5868		0
unclassified	66.1003		0
unclassified	51.1864		0
RB09	100	unclassified	41.9983
RB11	85.6298	NB06	100
RB10	90.8938	NB76	100
RB10	78.4197	NB76	81.7568
RB10	74.7892	NB75	100
RB12	77.265	unclassified	41.006
RB11	87.7119	NB75	100
unclassified	37.6481		0
unclassified	52.2689		0
RB10	100	NB91	100
unclassified	42.9661		0
RB10	100	unclassified	48.1733
RB09	100	NB50	100
unclassified	42.2654		0
RB10	90.7392	NB40	70.4835
RB09	100	NB88	81.7568
RB11	100	NB93	90.8017
RB09	100	NB39	78.2095
RB11	94.9281	unclassified	44.7749
unclassified	47.0588		0
RB12	100	unclassified	48.1544
unclassified	66.2722		0
RB11	100	NB89	100
unclassified	55.0381		0
RB11	100	unclassified	44.7749
unclassified	37.0245		0
RB09	100	NB96	74.6825
unclassified	33.8655		0
RB11	100	NB73	100
unclassified	51.3924		0
RB11	85.7143	unclassified	40.604
unclassified	42.2654		0
RB10	75.1265	unclassified	35.3441
unclassified	45.4622		0
RB09	95.7663	NB51	100
RB09	100	unclassified	41.4201
RB09	100	unclassified	41.9847
RB09	87.8276	NB38	78.3945
unclassified	66.3248		0
unclassified	42.2654		0
RB10	100	NB44	100
RB11	100	unclassified	38.8514
RB11	90.7861	NB43	71.2721
RB11	95.7735	NB56	94.9109
RB11	85.6298	NB55	100
unclassified	37.9832		0
RB10	100	NB67	100
RB10	74.1716	NB02	100
RB09	100	NB68	100
RB10	100	NB86	100
RB11	100	NB41	100
RB12	100	unclassified	47.9325
RB10	79.8482	unclassified	34.039
unclassified	37.1915		0
RB11	84.7844	NB75	100
unclassified	40.8511		0
RB12	100	unclassified	42.6995
RB12	87.6068	NB14	71.4407
RB11	100	NB77	95.7735
RB09	100	NB34	100
unclassified	37.5107		0
RB11	100	unclassified	36.4865
RB09	100	unclassified	57.6401
RB10	100	NB67	100
RB11	100	NB56	83.8846
unclassified	50.2131		0
unclassified	64.6712		0
RB11	100	unclassified	63.8655
RB12	90.7795	unclassified	69.0093
unclassified	51.9865		0
unclassified	42.2654		0
unclassified	66.2732		0
RB11	100	unclassified	47.2081
unclassified	50.5042		0
RB10	100	unclassified	65.7337
RB09	100	NB11	100
RB11	100	unclassified	46.8883
unclassified	55.7058		0
RB11	91.7797	NB10	81.5633
RB12	100	NB43	100
RB10	90.7392	unclassified	39.7651
unclassified	50.2131		0
RB09	100	NB87	100
unclassified	39.5428		0
RB11	87.743	unclassified	41.8919
RB11	100	NB02	94.8849
RB12	73.9316	NB62	100
RB10	70.0675	NB38	100
RB12	100	unclassified	34.6577
RB12	100	NB67	81.7494
RB12	100	NB11	95.7735
RB12	86.4957	NB22	95.9322
unclassified	37.109		0
unclassified	62.6374		0
RB12	95.8927	NB48	100
RB11	100	NB08	76.4557
RB09	70.4488	NB92	94.898
RB10	81.4783	NB61	100
RB09	100	unclassified	39.0203
RB09	100	unclassified	41.7162
RB12	85.5556	unclassified	39.1194
RB12	100	NB61	90.6859
RB09	94.9196	NB55	85.6658
unclassified	42.2654		0
RB09	100	NB22	100
RB09	100	NB22	100
RB09	100	NB14	90.8475
unclassified	42.2654		0
RB09	73.3277	NB91	100
RB09	82.2485	NB31	100
RB11	89.0678	NB93	100
RB09	100	NB50	100
RB09	100	NB81	100
RB09	100	NB76	100
RB09	100	unclassified	36.1395
unclassified	63.2515		0
RB09	100	NB09	100
RB11	72.6965	NB02	91.6454
RB10	83.5174	unclassified	35.7264
RB11	100	unclassified	43.942
RB10	77.4002	NB83	85.5932
unclassified	67.6223		0
RB11	100	NB12	100
RB09	100	unclassified	42.0118
unclassified	42.2654		0
unclassified	40.8511		0
unclassified	50.2131		0
RB10	95.7841	unclassified	51.3582
RB11	76.7797	NB03	100
RB11	85.5932	NB03	100
unclassified	46.7456		0
unclassified	37.3737		0
RB09	100	NB60	90.7016
RB12	100	unclassified	34.6577
RB09	100	NB60	100
RB10	86.8465	NB80	91.5038
RB11	87.7966	NB66	91.5966
RB12	100	unclassified	51.3491
RB09	100	NB50	100
RB11	100	NB03	100
RB10	88.1054	NB44	100
unclassified	69.2438		0
unclassified	61.1346		0
RB10	95.7519	NB20	90.8861
RB12	100	NB93	100
unclassified	47.0588		0
unclassified	50.5042		0
RB09	100	NB09	100
RB09	91.8713	NB94	77.2152
RB12	75.5556	unclassified	38.2799
unclassified	42.2654		0
unclassified	42.2654		0
unclassified	31.4286		0
RB09	91.5469	NB94	100
RB09	100	NB90	100
unclassified	50.5042		0
RB09	100	NB91	100
unclassified	36.962		0
RB11	100	unclassified	44.4539
RB10	100	NB13	90.8552
RB09	100	unclassified	39.4426
RB09	100	unclassified	65.6224
RB09	95.9356	NB59	78.6507
RB10	87.6805	NB44	90.8707
unclassified	43.8983		0
RB12	100	NB61	100
RB10	100	unclassified	60.6392
unclassified	50.5042		0
RB09	95.9425	NB66	100
RB12	100	unclassified	66.2447
RB12	94.8718	NB27	100
RB10	73.4401	NB84	77.2227
RB09	73.9645	NB22	80.7627
RB12	100	NB34	91.6454
RB09	78.8315	NB42	95.8545
RB09	100	NB15	100
RB10	100	unclassified	38.6824
RB12	100	NB64	100
unclassified	37.109		0
RB12	94.9707	unclassified	44.5194
unclassified	48.0672		0
unclassified	34.5148		0
unclassified	37.109		0
unclassified	42.2654		0
RB11	100	unclassified	34.6577
RB12	100	NB61	100
unclassified	48.114		0
RB10	81.6189	unclassified	45.4699
RB09	76.4159	NB70	100
RB10	90.7251	NB38	100
unclassified	36.6387		0
RB09	100	NB15	100
RB11	100	NB27	100
RB09	100	NB28	100
RB09	100	NB28	85.5565
RB12	94.8718	NB44	83.3474
RB09	85.6298	NB52	100
RB11	78.3898	NB47	85.654
RB09	100	NB59	100
unclassified	36.8067		0
unclassified	40.8511		0
unclassified	42.2654		0
RB10	73.322	NB04	76.2799
RB11	100	NB14	72.4576
RB12	100	NB95	100
RB10	95.8369	NB70	100
RB12	100	NB93	83.9662
RB10	100	unclassified	54.8003
RB09	100	NB48	86.6328
RB12	90.9472	NB83	73.8136
RB10	100	NB68	95.8227
RB10	100	unclassified	41.3617
RB12	83.3194	NB48	91.709
RB12	80.5128	NB76	91.723
RB09	87.743	NB29	90.6937
unclassified	46.492		0
RB10	91.5038	NB47	100
RB11	100	unclassified	37.9019
unclassified	42.2654		0
RB12	100	NB05	100
RB10	95.7841	NB46	87.5
RB09	94.9196	NB31	100
unclassified	36.5546		0
RB11	100	NB53	100
RB09	90.8552	unclassified	37.1404
unclassified	52.8814		0
RB09	100	NB48	90.7783
unclassified	40.8511		0
RB09	100	NB40	73.028
RB10	100	NB39	100
RB11	90.678	NB50	76.3912
unclassified	48.3761		0
unclassified	34.383		0
RB10	73.6619	unclassified	41.9847
RB10	78.4197	unclassified	67.4497
unclassified	45.654		0
RB12	100	unclassified	52.3285
RB09	74.7671	NB40	100
RB09	100	NB49	100
RB09	100	unclassified	42.0474
RB10	91.7587	unclassified	35.7264
RB09	100	NB50	100
RB12	100	unclassified	43.0991
unclassified	68.989		0
RB10	90.7251	NB35	93.2261
RB10	100	NB80	100
RB10	100	NB25	87.691
unclassified	66.2393		0
RB12	100	NB93	85.654
RB11	95.7735	unclassified	46.3353
unclassified	51.1864		0
RB11	100	unclassified	35.1742
unclassified	38.0389		0
RB10	94.9023	NB43	100
RB09	100	unclassified	52.1959
RB10	90.7251	NB25	100
RB09	95.9356	NB79	90.8094
RB10	85.6661	NB43	86.6049
unclassified	51.3924		0
RB09	100	NB31	100
unclassified	36.4706		0
RB12	73.9316	unclassified	62.2128
RB12	95.8927	unclassified	46.4979
RB12	100	unclassified	40.5748
RB11	100	NB13	100
RB11	100	NB51	90.8861
unclassified	45.4622		0
unclassified	37.2054		0
RB11	100	unclassified	39.7641
RB10	100	unclassified	47.4662
RB09	100	NB47	100
RB11	100	unclassified	65.678
RB11	100	unclassified	46.3926
RB09	91.5469	NB45	100
RB11	100	NB04	100
RB10	100	NB80	85.6415
unclassified	42.2654		0
unclassified	44.8305		0
RB11	100	unclassified	36.9932
RB11	100	NB36	100
RB11	100	NB28	100
unclassified	29.4515		0
unclassified	41.7797		0
unclassified	36.7709		0
RB09	100	NB32	100
RB10	85.6661	NB11	100
RB09	100	NB39	95.777
unclassified	42.3629		0
RB12	100	NB71	90.6621
RB09	87.7223	unclassified	38.6441
RB11	100	NB76	100
unclassified	58.5387		0
RB09	78.4081	NB84	100
RB11	100	NB28	100
RB09	83.432	NB84	100
unclassified	50.4237		0
RB09	100	NB76	78.125
RB10	100	NB12	90.9472
RB11	100	unclassified	66.3844
RB09	100	unclassified	41.2162
RB10	100	NB64	100
RB09	73.3728	unclassified	42.7004
unclassified	33.1933		0
RB09	73.4124	NB78	87.5745
RB11	90.7016	unclassified	37.6601
RB11	100	NB43	94.9452
unclassified	41.4346		0
RB10	90.8241	unclassified	46.1993
RB09	100	NB77	90.7861
RB09	100	NB09	100
unclassified	50.5042		0
RB12	100	NB57	100
RB09	100	NB81	91.5825
unclassified	44.2373		0
unclassified	37.934		0
RB09	73.3277	NB07	100
RB10	100	unclassified	35.2244
RB09	100	NB84	100
unclassified	55.3963		0
RB09	100	NB68	100
unclassified	43.1933		0
unclassified	50.5042		0
unclassified	32.5738		0
RB09	100	unclassified	41.3851
RB10	90.7251	NB77	95.7735
RB09	100	unclassified	34.039
RB10	77.1453	NB90	87.7014
RB09	100	NB59	79.8463
RB11	100	NB37	100
RB10	100	NB68	100
RB09	85.7988	unclassified	47.2973
RB09	95.9356	unclassified	39.7479
RB12	100	NB87	95.8615
unclassified	42.2654		0
RB09	100	NB08	100
unclassified	65.2991		0
unclassified	33.3897		0
RB09	95.9356	NB08	100
RB11	100	NB89	84.8562
unclassified	40.8511		0
RB10	100	NB07	100
unclassified	34.7899		0
RB11	100	NB42	95.8545
RB11	100	NB65	100
RB10	95.7841	unclassified	41.9409
RB09	100	NB60	94.9281
RB11	100	NB35	100
RB09	100	NB28	100
RB11	100	NB36	100
unclassified	38.8842		0
RB09	100	NB68	90.7928
RB11	100	unclassified	68.9362
RB12	100	NB75	100
RB09	100	NB36	100
RB10	100	NB42	82.7411
RB10	100	NB87	100
RB09	87.6585	unclassified	44.8014
unclassified	46.9492		0
RB09	100	NB40	100
RB09	100	unclassified	34.6577
RB09	73.3277	NB18	100
RB09	75.4861	unclassified	49.2766
RB11	100	NB72	100
unclassified	44.1801		0
RB10	100	NB81	94.9495
unclassified	41.5966		0
RB09	86.7909	NB33	100
unclassified	49.3277		0
RB10	100	unclassified	40.4561
unclassified	53.8527		0
RB09	100	NB76	100
unclassified	45.4622		0
unclassified	41.5126		0
RB10	100	NB13	100
unclassified	42.2654		0
RB09	100	unclassified	43.1107
RB09	100	NB60	100
RB09	100	NB09	91.5469
unclassified	49.8743		0
unclassified	36.3866		0
RB10	91.7587	NB06	90.7173
RB09	73.3277	unclassified	39.6959
unclassified	50.5042		0
RB11	100	NB95	100
RB10	100	NB06	100
unclassified	42.2654		0
unclassified	69.2633		0
RB09	100	NB65	79.9325
RB09	100	NB95	95.7591
RB09	100	NB81	100
RB10	100	NB44	87.4894
unclassified	54.6069		0
unclassified	42.2654		0
unclassified	33.1933		0
RB10	74.2833	NB20	100
RB09	100	NB65	100
RB09	100	NB11	100
RB12	91.6239	NB66	100
unclassified	42.2654		0
RB10	100	unclassified	64.6809
RB10	100	NB34	100
RB11	100	NB51	85.654
RB09	100	NB48	100
RB10	90.7251	unclassified	40.5063
unclassified	31.5126		0
RB09	100	NB50	100
RB10	82.4129	unclassified	59.2027
RB09	94.9281	NB91	95.858
unclassified	41.7797		0
RB12	91.6178	NB17	100
RB10	100	NB73	100
RB12	100	NB45	81.6102
RB09	100	unclassified	39.4937
RB09	100	NB22	80.7627
unclassified	60.7926		0
RB10	90.7392	unclassified	39.7641
unclassified	51.7094		0
unclassified	40.6838		0
RB09	75.8242	NB32	100
RB09	100	NB39	100
RB09	100	NB80	100
RB09	100	NB02	100
RB12	75.5556	NB57	100
RB11	100	NB68	100
unclassified	36.4706		0
RB09	100	NB30	82.5866
RB09	100	unclassified	43.7605
RB10	72.0476	unclassified	43.7131
RB09	100	NB65	100
RB09	100	NB22	100
RB09	90.6859	NB91	100
RB10	94.9023	NB20	76.6245
RB12	100	NB84	100
unclassified	38.9687		0
RB11	100	unclassified	42.0964
RB10	91.7587	unclassified	52.1702
RB10	100	NB93	94.9367
unclassified	40.6566		0
RB11	91.6102	unclassified	42.2716
RB09	93.2375	unclassified	45.7801
RB10	100	unclassified	45.9346
unclassified	36.6949		0
RB10	85.7264	NB48	100
unclassified	51.3948		0
RB12	100	NB90	100
unclassified	42.2654		0
unclassified	42.2654		0
unclassified	51.3924		0
RB09	100	NB57	100
RB09	100	NB51	100
unclassified	43.9831		0
RB12	100	unclassified	45.9072
RB10	100	NB63	94.941
RB12	100	NB66	100
RB09	100	NB65	85.6661
RB09	100	NB81	100
RB11	100	NB43	100
RB09	100	NB10	83.8573
unclassified	34.4886		0
RB12	72.4225	NB87	100
RB09	100	NB69	79.3249
RB10	87.7655	NB45	100
RB11	100	NB45	100
RB10	87.6805	NB23	100
RB12	100	unclassified	43.0743
RB09	100	NB27	100
RB11	83.8983	NB11	100
RB10	87.6805	unclassified	44.7749
RB11	90.8475	NB48	95.7699
unclassified	56.5812		0
RB10	100	unclassified	44.8449
RB09	100	NB25	100
RB11	100	NB48	75.3807
RB09	87.7223	unclassified	36.9805
RB10	100	NB11	100
unclassified	42.2654		0
RB10	100	NB12	100
RB10	91.7587	NB05	74.8936
RB10	100	NB23	100
RB10	85.6661	unclassified	66.7511
unclassified	35.1648		0
unclassified	42.2654		0
unclassified	38.8047		0
RB12	100	NB44	100
RB10	100	NB80	73.0671
RB09	100	NB73	100
unclassified	60.6932		0
unclassified	50.0855		0
unclassified	40.8511		0
RB09	100	NB07	100
RB11	88.1356	NB83	100
RB10	100	NB50	83.9798
RB10	94.9023	unclassified	63.8514
unclassified	63.8136		0
unclassified	42.2654		0
RB09	100	NB90	100
RB09	100	NB07	100
RB09	100	NB44	87.3204
RB12	100	NB75	100
RB12	87.4267	unclassified	66.4129
unclassified	40.9091		0
RB12	100	NB44	100
RB10	87.774	NB25	76.4856
RB10	82.158	NB68	100
unclassified	42.2654		0
unclassified	50.5042		0
unclassified	69.9078		0
unclassified	36.5188		0
RB12	75.3846	NB05	95.8298
RB11	100	unclassified	50.634
RB11	82.7557	NB11	100
RB09	100	unclassified	67.173
RB09	100	NB49	84.0102
RB11	85.7143	NB49	78.8494
unclassified	36.4706		0
RB12	100	NB05	85.617
RB10	91.7587	NB43	74.7262
unclassified	42.2654		0
RB10	85.6661	NB39	95.777
RB11	100	NB91	100
RB12	100	NB46	95.8893
RB09	100	NB59	91.4603
RB09	100	NB59	100
unclassified	33.9496		0
RB09	100	unclassified	58.3545
RB10	100	NB76	90.8784
unclassified	40.6723		0
unclassified	69.9153		0
